article,marker_index,claude,gemini,final,verdict,context
031_篤心_1915-06,167,ᄂᆞᆫ,ᆯ,ᄂᆞᆫ,C,福의路를指導ᄒᆞ⟪ᄂᆞᆫ⟫責任이有ᄒᆞᆷ으
031_篤心_1915-06,169,寞ᄒᆞ되,寥ᄒᆞᆫ,寥ᄒᆞᆫᄃᆡ,제3안,語ᄒᆞ고四壁이寂⟪寥ᄒᆞᆫᄃᆡ⟫時鍾은旣히十二點
031_篤心_1915-06,171,ᄂᆞᆫᄃᆡ,더니,ᄂᆞᆫᄃᆡ,C,二點을報코자ᄒᆞ⟪ᄂᆞᆫᄃᆡ⟫落ᄒᆞᄂᆞᆫ月에
031_篤心_1915-06,172,ᄂᆞᆫ,ᆫ달,ᄂᆞᆫ,C,ᄂᆞᆫᄃᆡ落ᄒᆞ⟪ᄂᆞᆫ⟫月에啼ᄒᆞᄂᆞᆫ
032_人生_1915-08,16,ᆫ,∅,ᆫ,C,"]李敦化賢明ᄒᆞ⟪ᆫ⟫讀者諸氏,人이憂"
032_人生_1915-08,29,ᄡᅥ,써,써,G,生은憂鬱과悲哀로⟪써⟫諸氏의게展示說罷
032_人生_1915-08,30,져ᄒᆞᄂ,저ᄒ,져ᄒᆞᄂ,C,氏의게展示說罷코⟪져ᄒᆞᄂ⟫ᆞᆫ者아니로되人
032_人生_1915-08,31,는,∅,ᄂᆞᆫ,제3안,로되人生의一部에⟪ᄂᆞᆫ⟫何故로憂鬱과悲哀
032_人生_1915-08,32,ᄂᆞ냐ᄒᆞ면諸氏의一部에는,냐其憂鬱과悲哀ᄂᆞᆫ最終,냐.其憂鬱과悲哀ᄂᆞᆫ最終,제3안,鬱과悲哀가有ᄒᆞ⟪냐.其憂鬱과悲哀ᄂᆞᆫ最終⟫目的에達코져ᄒᆞ
032_人生_1915-08,33,져ᄒᆞᄂ,저ᄒ,져ᄒᆞᄂ,C,ᆫ最終目的에達코⟪져ᄒᆞᄂ⟫ᆞᆫ煩惱가아니냐
032_人生_1915-08,34,라諸氏와氏의,냐諸氏여諸氏ᄂᆞᆫ,냐.諸氏여諸氏ᄂᆞᆫ,제3안,ᄂᆞᆫ煩惱가아니⟪냐.諸氏여諸氏ᄂᆞᆫ⟫人生을如何히解釋
032_人生_1915-08,36,을如何히解釋ᄒᆞ시는가天下에,은,은,G,ᆫ가?諸氏여人生⟪은⟫快樂이냐苦痛이냐
032_人生_1915-08,37,∅,天下에,.天下에,제3안,樂天인가厭世인가⟪.天下에⟫敎導의任을抱ᄒᆞ
032_人生_1915-08,44,∅,賀ᄒᆞᆯ現像이라ᄒᆞᆯ지로다然,賀ᄒᆞᆯ現像이라ᄒᆞᆯ지로다.然,제3안,造코져ᄒᆞᆷ은可⟪賀ᄒᆞᆯ現像이라ᄒᆞᆯ지로다.然⟫ᄒᆞ나樂天的指導
032_人生_1915-08,45,에흥,ᄒᆞᆷ,ᄒᆞᆷ,G,樂天的指導가進步⟪ᄒᆞᆷ⟫에從ᄒᆞ야苦痛과
032_人生_1915-08,46,의,는,ᄂᆞᆫ,제3안,ᄒᆞ야苦痛과厭世⟪ᄂᆞᆫ⟫益益其威를呈ᄒᆞ
032_人生_1915-08,55,ᆷ을,ᆫ줄,ᆷ을,C,ᆞᆫ理由가有ᄒᆞ⟪ᆷ을⟫不拘ᄒᆞ고一部의
032_人生_1915-08,62,魅,塲,塲,G,人을拘囚ᄒᆞ고魔⟪塲⟫됨을忘치勿ᄒᆞ지
032_人生_1915-08,63,世는顯天跿壽의魔術,諸氏여,.諸氏여世ᄂᆞᆫ顔夭跖壽의魔術,제3안,忘치勿ᄒᆞ지어다⟪.諸氏여世ᄂᆞᆫ顔夭跖壽의魔術⟫이有ᄒᆞ며爲富不
032_人生_1915-08,64,有,로吾人을左右,有,C,顔夭跖壽의魔術이⟪有⟫ᄒᆞ며爲富不仁爲
032_人生_1915-08,65,爲富不仁ᄒᆞᄂᆞ仁必貧의奸劍이有ᄒᆞ도다世는可信ᄒᆞ면世가더可愛ᄒᆞᆯ지가도다世는可愛ᄒᆞ면世가더可愛ᄒᆞᆯ지가는一層嚴論ᄒᆞ면世는,∅,爲富不仁爲仁必貧의妬劑가有ᄒᆞ도다.是世를可信ᄒᆞ겟ᄂᆞᆫ가世를可愛ᄒᆞ겟ᄂᆞᆫ가.更一層嚴論ᄒᆞ면世ᄂᆞᆫ貧富貧賤壽夭善惡으로吾人을左右ᄒᆞ며,제3안,의魔術이有ᄒᆞ며⟪爲富不仁爲仁必貧의妬劑가有ᄒᆞ도다.是世를可信ᄒᆞ겟ᄂᆞᆫ가世를可愛ᄒᆞ겟ᄂᆞᆫ가.更一層嚴論ᄒᆞ면世ᄂᆞᆫ貧富貧賤壽夭善惡으로吾人을左右ᄒᆞ며⟫生死로吾人을惡弄
032_人生_1915-08,75,코,∅,코,C,ᆞᆫ目的論을一考⟪코⟫져ᄒᆞᄂᆞᆫ바이
032_人生_1915-08,79,既,旣,旣,G,의中遊弋ᄒᆞᆷ은⟪旣⟫定不動의運命인ᄃ
032_人生_1915-08,80,디,∅,ᄃᆡ,제3안,旣定不動의運命인⟪ᄃᆡ⟫故로人生은此旣定
032_人生_1915-08,81,既,此旣,此旣,G,인ᄃᆡ故로人生은⟪此旣⟫定不動의運命은免
032_人生_1915-08,82,을,은,은,G,此旣定不動의運命⟪은⟫免키不能ᄒᆞ면서
032_人生_1915-08,83,∅,히,히,G,不能ᄒᆞ면서如何⟪히⟫ᄒᆞ면少ᄒᆞ야도
032_人生_1915-08,86,리오,ᆯ가,가.,제3안,上의生活을得ᄒᆞ⟪가.⟫活動ᄒᆞᆷ이是人
032_人生_1915-08,89,ᄒᆞ며ᄡᅥ,으로써,으로써,G,을免키爲ᄒᆞ야業⟪으로써⟫衣食을求ᄒᆞ며醫
032_人生_1915-08,90,綜,獎,獘,제3안,般活動을一言으로⟪獘⟫ᄒᆞ면人生은人生
032_人生_1915-08,93,ᆷ에,매,ᆷ에,C,러戰爭을開始ᄒᆞ⟪ᆷ에⟫不外ᄒᆞ도다.苦
032_人生_1915-08,94,는,ᄂᆞᆫ,ᄂᆞᆫ,G,ᆞᄂᆞᆫ裏에世界⟪ᄂᆞᆫ⟫進化ᄒᆞᄂᆞ니進
032_人生_1915-08,97,는,ᄂᆞᆫ,ᄂᆞᆫ,G,.故로一切의歷史⟪ᄂᆞᆫ⟫苦痛戰爭이니라.
032_人生_1915-08,98,져ᄒᆞ,저ᄒᆞᆷ에,져ᄒᆞᆷ에,제3안,라.苦痛을防止코⟪져ᄒᆞᆷ에⟫ᄂᆞᆫ積極과消極
032_人生_1915-08,109,佳을,天下의瑞疊을築ᄒᆞ야居住를,.天下의瑤臺를築ᄒᆞ야居住를,제3안,를取코져ᄒᆞ는가⟪.天下의瑤臺를築ᄒᆞ야居住를⟫極ᄒᆞ며八珍의美
032_人生_1915-08,110,御,∅,,G,야居住를極ᄒᆞ며⟪⟫八珍의美를取ᄒᆞ
032_人生_1915-08,111,舌을,奢를,奢를,G,의美를取ᄒᆞ야口⟪奢를⟫極ᄒᆞ며造父의御
032_人生_1915-08,112,口奢,壯遊,壯遊,G,駿의馬를得ᄒᆞ야⟪壯遊⟫를極ᄒᆞ며霹靂의
032_人生_1915-08,113,를,∅,,G,極ᄒᆞ며霹靂의威⟪⟫拔山의力을借ᄒᆞ
032_人生_1915-08,124,리,랴오,리오,제3안,共進코져아니ᄒᆞ⟪리오⟫만은自然의勢가此
032_人生_1915-08,131,엿다고,ᆷ을,ᆷ을,G,"釋치아니치못ᄒᆞ⟪ᆷ을⟫不得ᄒᆞ니,曰人"
032_人生_1915-08,132,리니,니曰,"니,曰",제3안,"ᄒᆞᆷ을不得ᄒᆞ⟪니,曰⟫人生은何故로生ᄒ"
032_人生_1915-08,135,느,ᄂᆞ,ᄂᆞ,G,ᆞᆷ을免치못ᄒᆞ⟪ᄂᆞ⟫니是人生은無意味
032_人生_1915-08,136,河花 趙錫然 氏,∅,.,제3안,釋ᄒᆞᆯ所以로다⟪.⟫當時歌舞地不說草
032_人生_1915-08,137,는,是,",是",제3안,"歌舞地不說草離離⟪,是⟫人生의無意味니라"
032_人生_1915-08,140,는,是,",是",제3안,"在檻外長江空自流⟪,是⟫人生의無意味니라"
032_人生_1915-08,142,靈,蔓,蔓,G,夫凡漢이一히黃土⟪蔓⟫草의下에셔寂寞의
032_人生_1915-08,144,∅,ᆞᄂ,ᆞᄂ,G,寂寞의呻吟을呼ᄒ⟪ᆞᄂ⟫ᆞ니所謂夷齊盜跖
032_人生_1915-08,145,∅,羊,羊,G,所謂夷齊盜跖俱亡⟪羊⟫이아니냐.人生問
032_人生_1915-08,148,ᄂᆞ가,뇨,ᄂᆞᆫ가.,제3안,如何히解釋ᄒᆞ시⟪ᄂᆞᆫ가.⟫古人塚上今人塚是
032_人生_1915-08,149,塚墓의最後手段이니라實로相對差別의絶對平等에歸ᄒᆞᄂᆞᆫ神,墳墓,墳墓,G,古人塚上今人塚是⟪墳墓⟫의解法이니라.過
032_人生_1915-08,151,敎理部,∅,,G,를前에抱ᄒᆞᆷ은⟪⟫現代億兆가墳墓를
032_人生_1915-08,152,負ᄒᆞᆷ,貧富,負ᄒᆞᆷ,C,億兆가墳墓를後에⟪負ᄒᆞᆷ⟫과同ᄒᆞ니라.西
032_人生_1915-08,153,ᄂᆞᆫ,는,ᄂᆞᆫ,C,키爲ᄒᆞ야死ᄒᆞ⟪ᄂᆞᆫ⟫者아니오但同一ᄒ
032_人生_1915-08,154,ᄒᆞᆫ,意,ᄒᆞᆫ,C,ᆫ者아니오但同一⟪ᄒᆞᆫ⟫事再三再四로繰返
032_人生_1915-08,155,∅,를,,C,오但同一ᄒᆞᆫ事⟪⟫再三再四로繰返ᄒ
032_人生_1915-08,156,리,ᆯ而已,而已,제3안,倦怠ᄒᆞ야死ᄒᆞ⟪而已⟫라ᄒᆞ니果然ᄒᆞ
032_人生_1915-08,159,ᄂᆞᆫ者는,는바生活은,ᄂᆞᆫ바生活은,제3안,年의中에도爲ᄒᆞ⟪ᄂᆞᆫ바生活은⟫同一ᄒᆞᆫ事를繰
032_人生_1915-08,163,ᄲᅮᆫ,뿐,ᄲᅮᆫ,C,繰返又繰返ᄒᆞᆯ⟪ᄲᅮᆫ⟫何等新趣味를感치
032_人生_1915-08,164,ᄂᆞᆫ,는,ᄂᆞᆫ,C,趣味를感치못ᄒᆞ⟪ᄂᆞᆫ⟫者아닌가.繰返과
032_人生_1915-08,165,∅,繰返과繰返은勿論進化의複習이니라然ᄒᆞ나,.繰返과繰返은勿論進化의複習이니라.然ᄒᆞ나,제3안,ᆞᄂᆞᆫ者아닌가⟪.繰返과繰返은勿論進化의複習이니라.然ᄒᆞ나⟫其所謂進化ᄂᆞᆫ
032_人生_1915-08,166,ᄂᆞᆫ勿論進化의翼習이니라然ᄒᆞ,는長長歷史를生活上一期로,ᄂᆞᆫ勿論長ᄒᆞᆫ歷史를生活上一期로,제3안,ᄒᆞ나其所謂進化⟪ᄂᆞᆫ勿論長ᄒᆞᆫ歷史를生活上一期로⟫看做ᄒᆞᆷ에셔芥
032_人生_1915-08,168,디,듸,ᄃᆡ,제3안,認ᄒᆞᆯᄲᅮᆫ인⟪ᄃᆡ⟫進化의上에셔人類
032_人生_1915-08,170,的,의,的,C,四十萬年前에人格⟪的⟫活動이有ᄒᆞ엿다
032_人生_1915-08,171,느,∅,ᄂᆞ,제3안,이有ᄒᆞ엿다ᄒᆞ⟪ᄂᆞ⟫니然ᄒᆞ면今日의
032_人生_1915-08,172,ᄂᆞᆫ,는,ᄂᆞᆫ,C,紀念中에活動ᄒᆞ⟪ᄂᆞᆫ⟫者無ᄒᆞ며惟五千
032_人生_1915-08,173,∅,時,時,G,의人物일지라도一⟪時⟫代에一人或數人이
032_人生_1915-08,174,燭,爐,爐,G,代에一人或數人이⟪爐⟫火의光을保ᄒᆞᆯ
032_人生_1915-08,175,지라도一,뿐,ᄲᅮᆫ,제3안,火의光을保ᄒᆞᆯ⟪ᄲᅮᆫ⟫其所謂光榮이라ᄒ
032_人生_1915-08,177,ᄂᆞᆫ,∅,,G,이라ᄒᆞᄂᆞᆫ者⟪⟫歷史의延長에由ᄒ
032_人生_1915-08,178,ᄒᆞ기,키,키,G,ᄒᆞ며眠ᄒᆞ며食⟪키⟫爲ᄒᆞ야更히食ᄒ
032_人生_1915-08,182,니,ᆯ而已,ᆯ而已,G,不得ᄒᆞ야死ᄒᆞ⟪ᆯ而已⟫是人生의理由ᄲᅮ
032_人生_1915-08,186,農工에依치아니ᄒᆞ고衣食의供給을得ᄒᆞ며,∅,",農工에依치아니ᄒᆞ고衣食의供給을得ᄒᆞ며,",제3안,"萬里眼을得ᄒᆞ며⟪,農工에依치아니ᄒᆞ고衣食의供給을得ᄒᆞ며,⟫不死의仙術로長生"
032_人生_1915-08,187,ᄒᆞ다,타,타,G,術로長生의方이有⟪타⟫ᄒᆞᆯ지라도其ᄂ
032_人生_1915-08,190,ᆯ的,ᆫ神,ᆫ神,G,란範圍를延長ᄒᆞ⟪ᆫ神⟫의時代가되지아니
032_人生_1915-08,191,∅,ᄒᆞ,,C,의時代가되지아니⟪⟫면不可ᄒᆞ도다.
032_人生_1915-08,196,의,와,,삭제,ᆞ니吾人은實로泡⟪⟫無意味ᄒᆞᆷ을嘲
032_人生_1915-08,199,義,味,味,G,ᆞ니其裏에何等意⟪味⟫가有ᄒᆞ냐.人은
032_人生_1915-08,201,二,神으,神으,G,은神의泡라ᄒᆞ면⟪神으⟫로因ᄒᆞ야組織된
032_人生_1915-08,202,ᄒᆞᆷ,홈,ᄒᆞᆷ,C,된人이反히神에歸⟪ᄒᆞᆷ⟫에對ᄒᆞ야人其者
032_人生_1915-08,203,ᄒᆞᆷ,宮,ᄒᆞᆷ,C,야人其者의無意味⟪ᄒᆞᆷ⟫이泡其者의無意味
032_人生_1915-08,204,ᄉᆔ生ᄒᆞ야無意味에,서生ᄒᆞ야無意味로,셔生ᄒᆞ야無意味로,제3안,여人生은無意味에⟪셔生ᄒᆞ야無意味로⟫死ᄒᆞ다ᄒᆞ면人
032_人生_1915-08,205,은芥,우芬,은芥,C,ᄒᆞ면人生의目的⟪은芥⟫子種만치도見出키
032_人生_1915-08,206,ᆫ,∅,ᆫ,C,도見出키不能ᄒᆞ⟪ᆫ⟫者아니냐.但人生
032_人生_1915-08,207,ᄒᆞᄂᆞᆫ,홈은,ᄒᆞᆷ은,제3안,에出ᄒᆞ야神에歸⟪ᄒᆞᆷ은⟫事實이니라.何故
032_人生_1915-08,208,ᄂᆞ,느,ᄂᆞ,C,야反히神에歸ᄒᆞ⟪ᄂᆞ⟫냐ᄒᆞ면吾人은强
032_人生_1915-08,209,ᄒᆞ되,키爲홈뿐이라何故로,ᄒᆞ되,C,ᆞ면吾人은强히答⟪ᄒᆞ되⟫人生은進化키爲ᄒ
032_人生_1915-08,212,야,며,며,G,으로神에接近ᄒᆞ⟪며⟫直接神으로化코져
032_人生_1915-08,217,엿다,야,ᆫ,제3안,ᆞᆫ神想에出ᄒᆞ⟪ᆫ⟫바라ᄒᆞᆯ지로다
032_人生_1915-08,219,엿슨,얏뿐,ᆯᄲᅮᆫ.,제3안,劫以來로繼續ᄒᆞ⟪ᆯᄲᅮᆫ.⟫此에人生의無意味
032_人生_1915-08,220,即,卽,卽,G,의無意味의生活은⟪卽⟫大意味의生活인ᄃ
032_人生_1915-08,221,ᄃᆡ,듸,ᄃᆡ,C,卽大意味의生活인⟪ᄃᆡ⟫人生의最終目的은
032_人生_1915-08,222,ᄂᆞᆫ,는,ᄂᆞᆫ,C,目的에達키爲ᄒᆞ⟪ᄂᆞᆫ⟫修養一條가有ᄒᆞ
032_人生_1915-08,223,ᄲᅮᆫ이로다修養,뿐政治法律,"ᄲᅮᆫ,政治法律",제3안,"養一條가有ᄒᆞᆯ⟪ᄲᅮᆫ,政治法律⟫文學實業等諸科學"
032_人生_1915-08,226,ᆯ條件에서,는間에肉體의保險品됨에셔,ᄂᆞᆫ間에肉體的保險品됨에셔,제3안,神의目的을達ᄒᆞ⟪ᄂᆞᆫ間에肉體的保險品됨에셔⟫亦發達硏究치아님
032_人生_1915-08,229,∅,ᄒᆞᆫ,ᄒᆞᆫ,G,ᆞ나人生의赤裸裸⟪ᄒᆞᆫ⟫最終目的은修養其
032_人生_1915-08,230,∅,뿐故,ᄲᅮᆫ故,제3안,終目的은修養其者⟪ᄲᅮᆫ故⟫로萬乘의位를棄ᄒ
032_人生_1915-08,231,葉ᄒᆞᆫ,棄ᄒᆞ고,棄ᄒᆞᆫ,제3안,ᆫ故로萬乘의位를⟪棄ᄒᆞᆫ⟫大覺者도有ᄒᆞ니
032_人生_1915-08,232,도,되,도,C,를棄ᄒᆞᆫ大覺者⟪도⟫有ᄒᆞ니라.諫議
032_人生_1915-08,234,葉ᄒᆞᆫ嚴遯,棄ᄒᆞ고巖處,棄ᄒᆞᆫ嚴處,제3안,니라.諫議大夫를⟪棄ᄒᆞᆫ嚴處⟫士도有ᄒᆞ니라.
032_人生_1915-08,236,敎理部,나라,니라.,제3안,ᆫ嚴處士도有ᄒᆞ⟪니라.⟫諸氏여人生은絕對
032_人生_1915-08,237,絶,絕,絕,G,라.諸氏여人生은⟪絕⟫對苦痛이니라.世
032_人生_1915-08,240,絶,絕,絕,G,然ᄒᆞ나人生은此⟪絕⟫對苦痛과戰ᄒᆞ야
032_人生_1915-08,241,ᄒᆞ,ㅎ,ᄒᆞ,C,은此絕對苦痛과戰⟪ᄒᆞ⟫야苦痛을打勝ᄒᆞ
032_人生_1915-08,243,絶,絕,絕,G,苦痛을打勝ᄒᆞ며⟪絕⟫對地獄과戰ᄒᆞ야
032_人生_1915-08,244,ᄒᆞ,ㅎ,ᄒᆞ,C,ᆞ며絕對地獄과戰⟪ᄒᆞ⟫야地獄을破ᄒᆞᆷ
032_人生_1915-08,246,ᄒᆞᆷ을忘,ㅎ을줄을,ᄒᆞᆷ을忘,C,生의最終目的에達⟪ᄒᆞᆷ을忘⟫치勿ᄒᆞᆯ지어다
033_金剛_1915-09,1,∅,三,,C,年의閑事가아니오⟪⟫個中에一部의新文
033_金剛_1915-09,2,라,마치,라.,제3안,新文章이有ᄒᆞ니⟪라.⟫英國文豪벼-곤은
033_金剛_1915-09,5,쑨,뿐,뿐,G,이엇지文章一部에⟪뿐⟫止ᄒᆞ리오.精神
033_金剛_1915-09,6,도,∅,,G,오.精神修養으로⟪⟫考古探勝에至ᄒᆞ
033_金剛_1915-09,7,ᄭᆞ,々,ᄭᆞ,C,古探勝에至ᄒᆞ기⟪ᄭᆞ⟫지旅行의力을待ᄒ
033_金剛_1915-09,8,는著,ᆫ者,ᄂᆞᆫ者,제3안,旅行의力을待ᄒᆞ⟪ᄂᆞᆫ者⟫甚大ᄒᆞ니라.記
033_金剛_1915-09,10,盖,蓋,.蓋,제3안,途에登ᄒᆞ얏노라⟪.蓋⟫金剛山과吾敎ᄂᆞ
033_金剛_1915-09,11,는,數百,ᄂᆞᆫ,제3안,.蓋金剛山과吾敎⟪ᄂᆞᆫ⟫甚深ᄒᆞᆫ因緣이
033_金剛_1915-09,13,質,∅,曾,제3안,甚深ᄒᆞᆫ因緣이⟪曾⟫有ᄒᆞ니其故ᄂᆞ
033_金剛_1915-09,16,師ㅣ,一,-,제3안,ᆞᆫ吾敎元祖大神⟪-⟫金剛山에曾遊ᄒᆞ
033_金剛_1915-09,17,ᄒᆞᆷ,宮,ᄒᆞᆷ,C,ᄒᆞ신史蹟이歷然⟪ᄒᆞᆷ⟫으로써라.大神師
033_金剛_1915-09,18,金剛山,「,「(上略)金剛山,제3안,"中老少問答歌에曰⟪「(上略)金剛山⟫上上峯에,잠간안"
033_金剛_1915-09,19,∅,金剛山,,C,"(上略)金剛山上⟪⟫上峯에,잠간안자"
033_金剛_1915-09,21,",",、잠,",잠",제3안,")金剛山上上峯에⟪,잠⟫간안자쉬이더니,"
033_金剛_1915-09,25,",",、,",",C,"羽衣翩翩一道士가⟪,⟫지나가며ᄒᆞᄂᆞ"
033_金剛_1915-09,26,",",ᄒᆞ는말이、,"ᄒᆞᄂᆞᆫ말이,",제3안,"道士가,지나가며⟪ᄒᆞᄂᆞᆫ말이,⟫修身齊家아니ᄒᆞ"
033_金剛_1915-09,35,ᄂᆞ,는,ᄂᆞᆫ,제3안,金剛山을愛慕ᄒᆞ⟪ᄂᆞᆫ⟫所以로다.余의旅
033_金剛_1915-09,37,의,外,의,C,도다.勿論不思議⟪의⟫余의風流-山河萬
033_金剛_1915-09,38,돈,든,든,G,山河萬里踏破ᄒᆞ⟪든⟫余掌中의一短笻은
033_金剛_1915-09,39,節,筇,笻,제3안,ᆞ든余掌中의一短⟪笻⟫은余의無上ᄒᆞᆫ
033_金剛_1915-09,40,ᄒᆞᆫ,友,ᄒᆞᆫ,C,一短笻은余의無上⟪ᄒᆞᆫ⟫好伴侶라.一步高
033_金剛_1915-09,41,∅,「卽大禪師休憩處」,「卽大神師休憩處」,제3안,步高一步低上上峯⟪「卽大神師休憩處」⟫에登ᄒᆞ기ᄂᆞᆫ
033_金剛_1915-09,43,導人더,事인디,事인ᄃᆡ,제3안,ᆞ기ᄂᆞᆫ某日의⟪事인ᄃᆡ⟫一萬二峯의白蓮朶
033_金剛_1915-09,45,여,며,며,G,四時의春을帶ᄒᆞ⟪며⟫千古의雪을戴ᄒᆞ
033_金剛_1915-09,46,藏,戴,戴,G,ᄒᆞ며千古의雪을⟪戴⟫ᄒᆞ고雲海半空에
033_金剛_1915-09,47,顔과十天王의,∅,顔과十天王의,C,屹立ᄒᆞ야佛陀의⟪顔과十天王의⟫威로世道의幻像을
033_金剛_1915-09,48,로,토,로,C,의顔과十天王의威⟪로⟫世道의幻像을嘲笑
033_金剛_1915-09,52,∅,尺,,C,ᄂᆞᆫ五湖烟月이⟪⟫寸裏에歸ᄒᆞ며千
033_金剛_1915-09,53,ᄂᆞᆫ,는,ᄂᆞᆫ,C,雄이掌握에歸ᄒᆞ⟪ᄂᆞᆫ⟫大雄觀이生ᄒᆞ도
033_金剛_1915-09,54,ᄂᆞᆫ,는,ᄂᆞᆫ,C,의名勝을壓倒ᄒᆞ⟪ᄂᆞᆫ⟫金剛山이라.石金
033_金剛_1915-09,55,은世人이知ᄒᆞᄂᆞᆫ者ㅣ少ᄒᆞ도다山金剛의,中,은世人이知ᄒᆞᄂᆞᆫ者-少ᄒᆞ도다.山金剛의,제3안,오만은山金剛의雄⟪은世人이知ᄒᆞᄂᆞᆫ者-少ᄒᆞ도다.山金剛의⟫雄中雄이라ᄒᆞᆷ
033_金剛_1915-09,56,中雄이라ᄒᆞᆷ은,이ᄒᆞ야말로,中雄이라ᄒᆞᆷ은,C,도다.山金剛의雄⟪中雄이라ᄒᆞᆷ은⟫金剛全體를總合大
033_金剛_1915-09,57,體,体,體,C,라ᄒᆞᆷ은金剛全⟪體⟫를總合大觀ᄒᆞᆷ
033_金剛_1915-09,59,파,과,과,G,有ᄒᆞ니山의金剛⟪과⟫人의大神師ᄂᆞᆫ
033_金剛_1915-09,60,ᄂᆞᆫ,는,ᄂᆞᆫ,C,金剛과人의大神師⟪ᄂᆞᆫ⟫天이世界에與ᄒᆞ
033_金剛_1915-09,61,임,의일홈,임,C,界에與ᄒᆞᆫ靈華⟪임⟫을忘치勿ᄒᆞᆯ지
033_金剛_1915-09,67,은是ᄂᆞᆫ,是,是,G,.「石壁半朝廷」⟪是⟫古人의詩니라.然
033_金剛_1915-09,69,ᄂᆞᆫ,는,ᄂᆞᆫ,C,니라.然ᄒᆞ나余⟪ᄂᆞᆫ⟫「石壁半仙人」됨
033_金剛_1915-09,71,되,긔,됨,제3안,ᆫ「石壁半仙人」⟪됨⟫을見ᄒᆞ얏ᄂᆞ니
033_金剛_1915-09,72,ᄂᆞ,노,ᄂᆞ,C,人」됨을見ᄒᆞ얏⟪ᄂᆞ⟫니石壁으로石壁을
033_金剛_1915-09,73,ᄂᆞᆫ,눈,ᄂᆞᆫ,C,是等達士의名班에⟪ᄂᆞᆫ⟫大神師의記蹟이無
033_金剛_1915-09,74,ᄒᆞᆷ,홈,ᄒᆞᆷ,C,大神師의記蹟이無⟪ᄒᆞᆷ⟫을歎ᄒᆞ다가余ᄂ
033_金剛_1915-09,75,ᄂᆞᆫ,는,ᄂᆞᆫ,C,ᆷ을歎ᄒᆞ다가余⟪ᄂᆞᆫ⟫反히妄想임을覺ᄒ
033_金剛_1915-09,76,靈임으로,總合,總合,G,何故오.金剛山의⟪總合⟫大觀은卽大神의靈
033_金剛_1915-09,78,∅,(奉訓 朴洙東 氏),,C,萬瀑洞天에彩虹이⟪⟫橫掛ᄒᆞ니是-神
033_金剛_1915-09,79,ㅣ,一,-,제3안,虹이橫掛ᄒᆞ니是⟪-⟫神人의魂이냐.白
033_金剛_1915-09,80,냐,오,냐.,제3안,니是-神人의魂이⟪냐.⟫白雲臺上에山月이
033_金剛_1915-09,81,ㅣ,一,-,제3안,月이輝輝ᄒᆞ니是⟪-⟫神人의魂이냐.靑
033_金剛_1915-09,82,냐,오,냐.,제3안,니是-神人의魂이⟪냐.⟫靑鶴峯出에奇巖이
033_金剛_1915-09,83,ㅣ,一,-,제3안,巖이嵬嵬ᄒᆞ니是⟪-⟫神人의魂이냐.隱
033_金剛_1915-09,84,냐,오牛,냐.,제3안,니是-神人의魂이⟪냐.⟫隱仙岩中에閑雲이
033_金剛_1915-09,88,脈,脉,脈,C,知로다.神人의靈⟪脈⟫은化ᄒᆞ야大天星
033_金剛_1915-09,91,이,∅,,G,되며名山大川이되⟪⟫며光風霽月이되며
033_金剛_1915-09,92,이,∅,,G,되며光風霽月이되⟪⟫며一天四海가되야
033_金剛_1915-09,94,∅,理智와,게,제3안,四海가되야吾人의⟪게⟫冥冥의敎訓을興ᄒ
033_金剛_1915-09,97,ᄂᆞᆫ,는,ᄂᆞᆫ,C,ᆫ神人을愛慕ᄒᆞ⟪ᄂᆞᆫ⟫心으로大自然을愛
033_金剛_1915-09,98,ᄂᆞ,노,노,G,로大自然을愛ᄒᆞ⟪노⟫니大自然은實로神
033_金剛_1915-09,99,靈이라,集이타,靈이라.,제3안,自然은實로神人의⟪靈이라.⟫是的思考로余ᄂᆞ
033_金剛_1915-09,102,ㅣ,는,ᄂᆞᆫ,제3안,라.是的思考로余⟪ᄂᆞᆫ⟫卽히下山의途에就
033_金剛_1915-09,103,ᄎᆞ,途,途,G,ᄂᆞᆫ卽히下山의⟪途⟫에就ᄒᆞ야暫時松
033_金剛_1915-09,104,眠,眼,眠,C,ᆞ야石을枕ᄒᆞ고⟪眠⟫을催ᄒᆞ더니忽然
033_金剛_1915-09,105,더,∅,더,C,ᄒᆞ고眠을催ᄒᆞ⟪더⟫니忽然樵夫의歌-
033_金剛_1915-09,106,ㅣ,一,-,제3안,더니忽然樵夫의歌⟪-⟫有ᄒᆞ야曰뭇ᄂᆞ
033_金剛_1915-09,107,못ᄂᆞ니衆生들아、,∅,"뭇ᄂᆞ니衆生들아,",제3안,"의歌-有ᄒᆞ야曰⟪뭇ᄂᆞ니衆生들아,⟫茫茫ᄒᆞᆫ大球上"
034_大宇_1915-10,17,∅,可,,C,余의靈臺에一種不⟪⟫思議의大悲壯이有
034_大宇_1915-10,21,此,∅,,G,를知키難ᄒᆞ며觀⟪⟫에緣ᄒᆞ야起ᄒᆞ
034_大宇_1915-10,22,기,키,키,G,起ᄒᆞ되其根을撥⟪키⟫難ᄒᆞ도다.唯此
034_大宇_1915-10,23,的,의,的,C,도다.唯此를具身⟪的⟫現狀으로論ᄒᆞ면
034_大宇_1915-10,24,ㅣ,에一,-,제3안,면或隨月逍遙의時⟪-⟫茫蒼ᄒᆞᆫ太虛를
